"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Datamodel-diab","Datamodel-diab.Therapie.modifierExtension","Datamodel-diab.Therapie.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Therapie.Zielwert","Datamodel-diab.Therapie.Zielwert","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Individuelle Zielwerttabelle","Individuelle Zielwerttabelle","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Therapie.Zielwert",0,*,"",""
"Datamodel-diab","Datamodel-diab.Therapie.ZielLebensstil","Datamodel-diab.Therapie.ZielLebensstil","","","",0,*,"","","","string {[]} {[]}
","Tabak, Bewegung, Gewicht, Ernährung","Tabak, Bewegung, Gewicht, Ernährung","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Therapie.ZielLebensstil",0,*,"",""
"Datamodel-diab","Datamodel-diab.Therapie.Diabetesmedikation","Datamodel-diab.Therapie.Diabetesmedikation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Diabetes- und Lipidmedikation","Diabetes- und Lipidmedikation","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Therapie.Diabetesmedikation",0,*,"",""
"Datamodel-diab","Datamodel-diab.Therapie.Gesamtmedikation","Datamodel-diab.Therapie.Gesamtmedikation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Gesamtmedikation","Gesamtmedikation","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Therapie.Gesamtmedikation",0,*,"",""
"Datamodel-diab","Datamodel-diab.Parameter","Datamodel-diab.Parameter","","","",0,*,"","","","BackboneElement {[]} {[]}
","Parameter","Parameter","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Parameter",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Parameter.id","Datamodel-diab.Parameter.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Parameter.extension","Datamodel-diab.Parameter.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Parameter.modifierExtension","Datamodel-diab.Parameter.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Parameter.Labor","Datamodel-diab.Parameter.Labor","","","",0,*,"","","","string {[]} {[]}
","Laborparameter (z.B. HbA1c, Kreatinin, LDL-C, Eiweiß im Harn, etc.)","Laborparameter (z.B. HbA1c, Kreatinin, LDL-C, Eiweiß im Harn, etc.)","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Parameter.Labor",0,*,"",""
"Datamodel-diab","Datamodel-diab.Parameter.Verlauf","Datamodel-diab.Parameter.Verlauf","","","",0,*,"","","","string {[]} {[]}
","Verläufe (z.B. HbA1c-Verlauf, Blutzucker-Tagesprofil, etc.)","Verläufe (z.B. HbA1c-Verlauf, Blutzucker-Tagesprofil, etc.)","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Parameter.Verlauf",0,*,"",""
"Datamodel-diab","Datamodel-diab.Parameter.Vitalparameter","Datamodel-diab.Parameter.Vitalparameter","","","",0,*,"","","","string {[]} {[]}
","Vitalparameter (z.B. RR, Größe, Gewicht, etc.)","Vitalparameter (z.B. RR, Größe, Gewicht, etc.)","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Parameter.Vitalparameter",0,*,"",""
"Datamodel-diab","Datamodel-diab.AllgemeineInformation","Datamodel-diab.AllgemeineInformation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Allgemeine Information","Allgemeine Information","","","","","","","","","",,,,,"",,,,"Datamodel-diab.AllgemeineInformation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.AllgemeineInformation.id","Datamodel-diab.AllgemeineInformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.AllgemeineInformation.extension","Datamodel-diab.AllgemeineInformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.AllgemeineInformation.modifierExtension","Datamodel-diab.AllgemeineInformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
